numTrees,maxDepth,accuracy,f1_weighted,precision_weighted,recall_weighted,auc_roc
100,8,0.7356410897275681,0.7479896200346849,0.7753526728470316,0.7356410897275681,0.7845823489156147
50,8,0.7340414896275931,0.7467617693541331,0.7755923361168836,0.7340414896275931,0.7845528824010762
50,6,0.7101474631342164,0.7237584213987657,0.7518565899931227,0.7101474631342165,0.754028389846352
100,6,0.7114721319670082,0.7248288579449605,0.7520850621476214,0.7114721319670083,0.7530230085397447
