accuracy,f1_weighted,precision_weighted,recall_weighted,auc_roc,fold_id,majority_label
0.7447888027993002,0.6358481437813561,0.5547103607752149,0.7447888027993002,0.5,0,0.0
0.7447946609343364,0.6358560114566623,0.5547190869562932,0.7447946609343364,0.5,1,0.0
0.7447882817577364,0.635847444006003,0.5547095846436413,0.7447882817577364,0.5,2,0.0
0.7447882817577364,0.635847444006003,0.5547095846436413,0.7447882817577364,0.5,3,0.0
0.7448255174482552,0.6358974532346192,0.5547650514420611,0.7448255174482552,0.5,4,0.0
