accuracy,f1_weighted,precision_weighted,recall_weighted,auc_roc,fold_id,n_train,n_test,class_weight
0.7356410897275681,0.7479896200346849,0.7753526728470316,0.7356410897275681,0.7845808354949204,0,160023,40010,"{'1.0': 1.9592, '0.0': 0.6713}"
0.7344964631189542,0.7471755547550906,0.7758996892371264,0.7344964631189541,0.787308472607182,1,160026,40007,"{'1.0': 1.9592, '0.0': 0.6713}"
0.7446633005049242,0.7558429829677968,0.7796247351750227,0.7446633005049242,0.788755417347266,2,160027,40006,"{'1.0': 1.9592, '0.0': 0.6713}"
0.7415387691846224,0.7532678903176058,0.7789140365719761,0.7415387691846222,0.7911558424251939,3,160027,40006,"{'1.0': 1.9592, '0.0': 0.6713}"
0.7364013598640136,0.7487647464380638,0.7763436194859212,0.7364013598640136,0.7886642705533464,4,160029,40004,"{'1.0': 1.9592, '0.0': 0.6713}"
