partition_id,count_P,prop_P,count_M,prop_M,abs_diff_pct
Veterano-Global-Estable,7681082,0.42876965077891394,86141,0.4306339453990092,0.18642946200952415
Veterano-Local-Estable,4613304,0.2575216284654905,51391,0.25691260941944577,0.0609019046044712
Veterano-Global-Top,2730816,0.15243829224339364,30465,0.15229987052136398,0.013842172202965797
Veterano-Local-Top,1752364,0.09781961712133014,19539,0.09767888298430759,0.014073413702254955
Nuevo-Local-Estable,789060,0.04404652634142037,8715,0.043567811311133665,0.04787150302867013
Nuevo-Global-Estable,253107,0.014128816747392954,2737,0.01368274234751266,0.044607439988029324
Nuevo-Local-Top,47955,0.002676920856085486,509,0.0025445801442761946,0.013234071180929152
Nuevo-Global-Top,46551,0.002598547445973005,536,0.002679557872950963,0.008101042697795805
