cluster,days_on_chart,max_days_on_chart,country_count_by_artist,rank,count,pct
0,857.1563702039069,1610.4478513228457,35.859629410061665,87.22392566142308,145069,72.52253378192599
1,275.11948987574345,773.4534175050485,11.581494351156199,131.43984572561718,54964,27.47746621807402
